timestamp,open,high,low,close,volume
2020-11-23,45.3930,52.3700,44.8500,52.0300,3081667
2020-11-20,34.5000,44.9000,34.3000,43.8100,3948051
2020-11-19,32.4900,34.6600,32.3200,33.5800,1651792
2020-11-18,33.5000,33.7700,31.2900,31.8900,1315431
2020-11-17,33.2000,34.2199,33.1100,33.4500,814451
2020-11-16,33.8600,34.5000,33.1000,33.5900,1149870
2020-11-13,32.1600,35.9400,32.1600,34.3200,2981229
2020-11-12,32.1000,32.7000,31.2500,31.9600,965992
2020-11-11,29.5100,31.7800,29.1500,31.1200,1979522
2020-11-10,32.3000,32.6300,27.9100,28.0400,2803431
2020-11-09,35.0000,35.2750,31.0800,33.0200,1223718
2020-11-06,36.3400,37.1000,35.0100,36.2900,1389499
2020-11-05,35.0000,37.2500,35.0000,37.0300,1674175
2020-11-04,31.6900,34.3500,31.6500,33.9900,1724195
2020-11-03,32.5079,33.1080,30.5100,30.7300,997464
2020-11-02,33.7000,34.0000,31.9100,32.2200,533690
2020-10-30,33.8700,34.1900,31.8200,33.0100,862307
2020-10-29,33.6700,35.3500,33.1000,34.5300,1372949
2020-10-28,31.4500,33.4700,30.4800,33.3600,985527
2020-10-27,32.8500,32.8700,31.5000,32.6800,441621
2020-10-26,32.3100,33.6600,31.3401,32.7300,585695
2020-10-23,34.3600,34.3600,31.1700,32.9000,1695468
2020-10-22,35.6000,35.7500,33.6403,34.4800,927357
2020-10-21,35.0000,35.9000,33.0700,35.6000,1485083
2020-10-20,35.0000,35.8200,33.9600,35.0000,1180746
2020-10-19,36.8200,37.3000,34.5000,35.0000,1686604
2020-10-16,34.4500,37.3800,34.4500,36.9100,2449235
2020-10-15,31.7500,34.3600,31.6000,33.7100,1281317
2020-10-14,34.3500,36.1400,31.8200,32.7500,2583238
2020-10-13,33.0000,34.5000,31.0100,34.0500,2364464
2020-10-12,30.8200,34.3300,30.8200,33.4000,2665154
2020-10-09,27.4700,31.1499,27.3100,29.6900,4003779
2020-10-08,27.3500,27.6900,26.5300,27.1300,764883
2020-10-07,27.9765,28.0400,26.7300,27.1000,510407
2020-10-06,26.1400,28.2500,26.1400,27.1200,924127
2020-10-05,26.4900,26.6900,25.8500,26.1000,471030
2020-10-02,25.0000,26.8900,24.7000,25.0900,530500
2020-10-01,26.6200,27.4800,25.8000,25.9500,603551
2020-09-30,28.4000,28.4899,26.3200,26.4700,878683
2020-09-29,26.4600,28.8000,26.2200,28.5600,1506000
2020-09-28,25.2500,26.8700,25.0100,26.7400,718178
2020-09-25,23.7200,24.8500,23.3600,24.6800,377642
2020-09-24,24.0000,24.4500,23.3200,23.6500,217749
2020-09-23,26.4000,26.6000,24.2200,24.3100,481490
2020-09-22,26.8100,27.0100,25.8100,26.2300,530696
2020-09-21,27.4200,27.6800,26.2500,26.9200,381259
2020-09-18,28.6400,28.7550,27.6000,28.6300,538632
2020-09-17,26.5000,28.7300,26.2600,28.1800,556440
2020-09-16,27.0000,29.4900,26.3550,27.6600,1339633
2020-09-15,26.0000,27.5000,25.8300,27.5000,1092312
2020-09-14,24.8500,25.8200,24.0300,25.8000,1245050
2020-09-11,22.5800,24.6500,22.4700,24.6500,711513
2020-09-10,22.3000,23.0700,22.0900,22.6500,517336
2020-09-09,22.2300,22.4600,21.6300,22.2000,544170
2020-09-08,22.5700,23.0700,21.4800,21.5200,876114
2020-09-04,23.8000,24.1425,22.3000,23.4500,659928
2020-09-03,23.8000,24.8800,23.5001,24.2700,1066403
2020-09-02,24.5000,24.9400,23.7000,24.3800,1211673
2020-09-01,23.6334,24.3500,23.5100,24.2900,1341313
2020-08-31,25.1000,25.2300,22.7000,22.7600,2006514
2020-08-28,26.4400,26.4800,24.7000,25.7000,1282257
2020-08-27,27.0000,27.4000,25.6000,26.2200,985532
2020-08-26,27.2200,28.8800,26.9450,26.9600,1608305
2020-08-25,27.7000,27.7300,26.2000,26.2100,2193470
2020-08-24,30.1000,31.4500,29.7200,29.9500,1577567
2020-08-21,27.0000,29.8000,27.0000,29.2600,964400
2020-08-20,28.2800,28.3000,26.3300,26.3800,571859
2020-08-19,28.0000,29.7100,27.7900,28.1800,637953
2020-08-18,27.0100,28.0500,26.8000,27.7400,1307832
2020-08-17,25.9900,27.4500,25.6000,27.0200,546285
2020-08-14,26.1400,26.6100,24.6300,24.8100,483666
2020-08-13,26.4600,26.8300,26.0300,26.0500,338398
2020-08-12,26.2900,27.1000,25.9400,26.0100,353992
2020-08-11,25.3000,26.5000,24.7000,25.5000,398036
2020-08-10,24.8800,25.9500,23.5500,24.6300,534760
2020-08-07,26.4100,27.3400,24.1100,24.7000,854683
2020-08-06,27.6000,27.8500,26.9000,27.3400,302121
2020-08-05,28.0000,28.3990,26.1800,27.9400,498687
2020-08-04,26.1300,28.4900,26.0000,27.7000,961037
2020-08-03,23.5800,25.8000,23.5000,25.7000,606710
2020-07-31,23.0700,24.1000,22.6600,23.1500,337038
2020-07-30,23.4000,23.9000,22.6000,23.2400,252388
2020-07-29,23.0000,24.2000,23.0000,23.5400,359056
2020-07-28,21.8900,23.7800,21.8900,22.7700,565317
2020-07-27,23.1200,23.2000,21.5201,21.8900,491959
2020-07-24,24.3900,24.3900,21.8100,22.9200,1351404
2020-07-23,27.0300,27.2700,25.2801,25.5900,696779
2020-07-22,27.0000,27.4900,25.8900,26.9900,547835
2020-07-21,27.3700,28.3100,27.0100,27.8900,471099
2020-07-20,27.0250,27.8800,25.5700,27.3300,720604
2020-07-17,27.3200,27.3200,26.2330,26.9300,451292
2020-07-16,27.3000,28.1600,26.3500,26.6000,1079154
2020-07-15,27.2900,29.6330,27.1000,29.4800,795393
2020-07-14,27.2900,27.7800,25.0000,26.6800,1114665
2020-07-13,30.8500,31.7500,27.5000,27.7800,1549227
2020-07-10,32.2400,32.5900,30.6000,30.8400,1142605
2020-07-09,30.4000,34.9400,30.4000,32.4200,2611131
2020-07-08,27.0000,30.5900,26.8000,29.7800,1670328
2020-07-07,27.6800,27.7700,25.6300,26.2600,1149987
2020-07-06,27.6900,29.0000,26.6100,27.6900,2358318
