timestamp,open,high,low,close,volume
2020-09-22,7.9900,8.3800,7.7200,8.2700,3646025
2020-09-21,7.4200,7.9278,7.2900,7.8800,3231938
2020-09-18,8.1400,8.2000,7.5500,7.7200,3969793
2020-09-17,8.1000,8.3700,7.8600,8.0900,3290874
2020-09-16,7.9000,8.6000,7.7100,8.2900,4606325
2020-09-15,8.3100,8.4000,7.7832,7.8300,3124531
2020-09-14,8.3300,8.4500,7.9200,8.2000,3503905
2020-09-11,8.4800,8.5900,8.1376,8.2400,2625457
2020-09-10,8.8300,9.1700,8.2900,8.4200,4506422
2020-09-09,8.3800,8.8300,8.3100,8.7100,3128556
2020-09-08,7.9600,8.6800,7.9000,8.2600,2821359
2020-09-04,8.8500,9.0400,7.4500,8.4700,6922244
2020-09-03,9.1500,9.3500,8.6000,8.9300,4104296
2020-09-02,9.6800,9.7800,8.8100,9.4000,4080712
2020-09-01,9.2400,9.6800,9.0800,9.4800,4202802
2020-08-31,9.4500,9.5500,8.7600,9.1900,4555554
2020-08-28,9.1000,9.8800,8.9200,9.5100,5663949
2020-08-27,9.4100,9.4500,8.8000,9.0600,6688552
2020-08-26,10.7300,11.2324,9.3800,9.6800,10979715
2020-08-25,10.3800,10.9700,9.9600,10.6100,10131724
2020-08-24,10.3300,10.9100,10.2100,10.3500,6551166
2020-08-21,10.5200,10.5900,9.5700,10.0000,9057363
2020-08-20,11.2200,11.2200,10.6600,10.8800,5857555
2020-08-19,12.0800,12.2500,11.1300,11.2300,7919168
2020-08-18,12.2100,12.6900,11.9100,12.0100,5708612
2020-08-17,13.3600,13.3600,11.8000,11.9800,9560149
2020-08-14,13.6000,14.2800,13.0401,13.4700,5153134
2020-08-13,12.9000,14.9600,12.5000,13.7500,14489821
2020-08-12,12.5000,13.5000,11.3800,13.1500,29801407
2020-08-11,18.6000,18.9400,16.0100,16.3700,13146820
2020-08-10,20.5000,20.7700,18.1700,19.7500,12861143
2020-08-07,16.7400,19.5400,16.5600,19.2600,19615880
2020-08-06,17.5500,17.7000,16.2300,17.1000,7132867
2020-08-05,15.9900,18.6900,15.9800,17.0000,22116023
2020-08-04,21.0500,23.9000,15.6200,16.2800,57440085
2020-08-03,15.7800,21.0200,14.3602,21.0000,47251728
2020-07-31,13.4600,15.9600,12.8100,15.5600,30292667
2020-07-30,11.3100,13.5000,11.1500,12.6700,16871626
2020-07-29,10.1000,11.7700,10.0201,11.3700,11321570
2020-07-28,9.5600,10.4700,9.3150,10.1900,5061034
2020-07-27,9.8200,9.9900,9.0738,9.7800,4820223
2020-07-24,8.8100,9.5000,8.5100,9.4900,5428594
2020-07-23,9.2300,9.9900,8.5000,8.9500,9626925
2020-07-22,8.9400,10.8000,8.9000,10.3600,13836799
2020-07-21,9.0600,9.4900,8.5400,8.9500,6164658
2020-07-20,7.6500,9.6100,7.5280,9.3300,10289343
2020-07-17,7.7900,8.0700,7.4400,7.6300,2683000
2020-07-16,7.4400,7.8700,7.4000,7.7800,2372200
2020-07-15,8.0000,8.1300,7.2100,7.6800,4422400
2020-07-14,7.3300,7.6800,6.8200,7.6000,5001300
2020-07-13,7.5800,8.6500,7.3300,7.4000,9714400
2020-07-10,7.8900,8.0000,7.3200,7.4900,5795100
2020-07-09,7.7000,8.9400,7.2200,8.0400,20627200
2020-07-08,5.9400,7.9000,5.8600,7.8800,22417100
2020-07-07,5.5000,6.2000,5.4000,5.7700,3852400
2020-07-06,5.4500,5.6300,5.3600,5.6100,2591100
